ID,Title,Difficulty,AcceptanceRate,Topics,PaidOnly,Status,Link
2916,Subarrays Distinct Element Sum of Squares II,HARD,21.170886075949365,"Array, Dynamic Programming, Binary Indexed Tree, Segment Tree",False,TO_DO,https://leetcode.com/problems/subarrays-distinct-element-sum-of-squares-ii/
2917,Find the K-or of an Array,EASY,72.29068705011923,"Array, Bit Manipulation",False,TO_DO,https://leetcode.com/problems/find-the-k-or-of-an-array/
2918,Minimum Equal Sum of Two Arrays After Replacing Zeros,MEDIUM,50.19175065764194,"Array, Greedy",False,TO_DO,https://leetcode.com/problems/minimum-equal-sum-of-two-arrays-after-replacing-zeros/
2919,Minimum Increment Operations to Make Array Beautiful,MEDIUM,34.129808507032706,"Array, Dynamic Programming",False,TO_DO,https://leetcode.com/problems/minimum-increment-operations-to-make-array-beautiful/
2920,Maximum Points After Collecting Coins From All Nodes,HARD,35.878329733621314,"Array, Dynamic Programming, Bit Manipulation, Tree, Depth-First Search, Memoization",False,TO_DO,https://leetcode.com/problems/maximum-points-after-collecting-coins-from-all-nodes/
2921,Maximum Profitable Triplets With Increasing Prices II,HARD,44.35590969455511,"Array, Binary Indexed Tree, Segment Tree",True,TO_DO,https://leetcode.com/problems/maximum-profitable-triplets-with-increasing-prices-ii/
2922,Market Analysis III,MEDIUM,41.99458927693065,Database,True,TO_DO,https://leetcode.com/problems/market-analysis-iii/
2923,Find Champion I,EASY,72.65494199398455,"Array, Matrix",False,TO_DO,https://leetcode.com/problems/find-champion-i/
2924,Find Champion II,MEDIUM,70.11694572936348,Graph,False,TO_DO,https://leetcode.com/problems/find-champion-ii/
2925,Maximum Score After Applying Operations on a Tree,MEDIUM,46.51006318745612,"Dynamic Programming, Tree, Depth-First Search",False,TO_DO,https://leetcode.com/problems/maximum-score-after-applying-operations-on-a-tree/
2926,Maximum Balanced Subsequence Sum,HARD,25.06039714807613,"Array, Binary Search, Dynamic Programming, Binary Indexed Tree, Segment Tree",False,TO_DO,https://leetcode.com/problems/maximum-balanced-subsequence-sum/
2927,Distribute Candies Among Children III,HARD,57.46597277822257,"Math, Combinatorics",True,TO_DO,https://leetcode.com/problems/distribute-candies-among-children-iii/
2928,Distribute Candies Among Children I,EASY,75.26124081925121,"Math, Combinatorics, Enumeration",False,TO_DO,https://leetcode.com/problems/distribute-candies-among-children-i/
2929,Distribute Candies Among Children II,MEDIUM,55.90642823259457,"Math, Combinatorics, Enumeration",False,TO_DO,https://leetcode.com/problems/distribute-candies-among-children-ii/
2930,Number of Strings Which Can Be Rearranged to Contain Substring,MEDIUM,55.784834918858415,"Math, Dynamic Programming, Combinatorics",False,TO_DO,https://leetcode.com/problems/number-of-strings-which-can-be-rearranged-to-contain-substring/
2931,Maximum Spending After Buying Items,HARD,60.40353622943192,"Array, Greedy, Sorting, Heap (Priority Queue), Matrix",False,TO_DO,https://leetcode.com/problems/maximum-spending-after-buying-items/
2932,Maximum Strong Pair XOR I,EASY,75.22504835449297,"Array, Hash Table, Bit Manipulation, Trie, Sliding Window",False,TO_DO,https://leetcode.com/problems/maximum-strong-pair-xor-i/
2933,High-Access Employees,MEDIUM,46.542342928893646,"Array, Hash Table, String, Sorting",False,TO_DO,https://leetcode.com/problems/high-access-employees/
2934,Minimum Operations to Maximize Last Elements in Arrays,MEDIUM,43.281057810578105,"Array, Enumeration",False,TO_DO,https://leetcode.com/problems/minimum-operations-to-maximize-last-elements-in-arrays/
2935,Maximum Strong Pair XOR II,HARD,31.154121294014786,"Array, Hash Table, Bit Manipulation, Trie, Sliding Window",False,TO_DO,https://leetcode.com/problems/maximum-strong-pair-xor-ii/
2936,Number of Equal Numbers Blocks,MEDIUM,62.28119706380576,"Array, Binary Search, Interactive",True,TO_DO,https://leetcode.com/problems/number-of-equal-numbers-blocks/
2937,Make Three Strings Equal,EASY,43.5841477306793,String,False,TO_DO,https://leetcode.com/problems/make-three-strings-equal/
2938,Separate Black and White Balls,MEDIUM,64.02459894228964,"Two Pointers, String, Greedy",False,TO_DO,https://leetcode.com/problems/separate-black-and-white-balls/
2939,Maximum Xor Product,MEDIUM,27.45287469949898,"Math, Greedy, Bit Manipulation",False,TO_DO,https://leetcode.com/problems/maximum-xor-product/
2940,Find Building Where Alice and Bob Can Meet,HARD,52.187244480784955,"Array, Binary Search, Stack, Binary Indexed Tree, Segment Tree, Heap (Priority Queue), Monotonic Stack",False,TO_DO,https://leetcode.com/problems/find-building-where-alice-and-bob-can-meet/
2941,Maximum GCD-Sum of a Subarray,HARD,36.58227848101266,"Array, Math, Binary Search, Number Theory",True,TO_DO,https://leetcode.com/problems/maximum-gcd-sum-of-a-subarray/
2942,Find Words Containing Character,EASY,90.51846411359747,"Array, String",False,TO_DO,https://leetcode.com/problems/find-words-containing-character/
2943,Maximize Area of Square Hole in Grid,MEDIUM,37.26439330430785,"Array, Sorting",False,TO_DO,https://leetcode.com/problems/maximize-area-of-square-hole-in-grid/
2944,Minimum Number of Coins for Fruits,MEDIUM,47.42784878731764,"Array, Dynamic Programming, Queue, Heap (Priority Queue), Monotonic Queue",False,TO_DO,https://leetcode.com/problems/minimum-number-of-coins-for-fruits/
2945,Find Maximum Non-decreasing Array Length,HARD,17.228418263602194,"Array, Binary Search, Dynamic Programming, Stack, Queue, Monotonic Stack, Monotonic Queue",False,TO_DO,https://leetcode.com/problems/find-maximum-non-decreasing-array-length/
2946,Matrix Similarity After Cyclic Shifts,EASY,58.527386028205974,"Array, Math, Matrix, Simulation",False,TO_DO,https://leetcode.com/problems/matrix-similarity-after-cyclic-shifts/
2947,Count Beautiful Substrings I,MEDIUM,59.98599276292751,"Hash Table, Math, String, Enumeration, Number Theory, Prefix Sum",False,TO_DO,https://leetcode.com/problems/count-beautiful-substrings-i/
2948,Make Lexicographically Smallest Array by Swapping Elements,MEDIUM,60.22543506070333,"Array, Union Find, Sorting",False,TO_DO,https://leetcode.com/problems/make-lexicographically-smallest-array-by-swapping-elements/
2949,Count Beautiful Substrings II,HARD,25.152828720684674,"Hash Table, Math, String, Number Theory, Prefix Sum",False,TO_DO,https://leetcode.com/problems/count-beautiful-substrings-ii/
2950,Number of Divisible Substrings,MEDIUM,73.32080789102865,"Hash Table, String, Counting, Prefix Sum",True,TO_DO,https://leetcode.com/problems/number-of-divisible-substrings/
2951,Find the Peaks,EASY,74.49017624194664,"Array, Enumeration",False,TO_DO,https://leetcode.com/problems/find-the-peaks/
2952,Minimum Number of Coins to be Added,MEDIUM,57.13205125266464,"Array, Greedy, Sorting",False,TO_DO,https://leetcode.com/problems/minimum-number-of-coins-to-be-added/
2953,Count Complete Substrings,HARD,29.01578594146655,"Hash Table, String, Sliding Window",False,TO_DO,https://leetcode.com/problems/count-complete-substrings/
2954,Count the Number of Infection Sequences,HARD,33.998258529248794,"Array, Math, Combinatorics",False,TO_DO,https://leetcode.com/problems/count-the-number-of-infection-sequences/
2955,Number of Same-End Substrings,MEDIUM,61.42747075716187,"Array, Hash Table, String, Counting, Prefix Sum",True,TO_DO,https://leetcode.com/problems/number-of-same-end-substrings/
2956,Find Common Elements Between Two Arrays,EASY,83.91390275657297,"Array, Hash Table",False,TO_DO,https://leetcode.com/problems/find-common-elements-between-two-arrays/
2957,Remove Adjacent Almost-Equal Characters,MEDIUM,52.1675137861334,"String, Dynamic Programming, Greedy",False,TO_DO,https://leetcode.com/problems/remove-adjacent-almost-equal-characters/
2958,Length of Longest Subarray With at Most K Frequency,MEDIUM,55.976393459205376,"Array, Hash Table, Sliding Window",False,TO_DO,https://leetcode.com/problems/length-of-longest-subarray-with-at-most-k-frequency/
2959,Number of Possible Sets of Closing Branches,HARD,49.11421425593998,"Bit Manipulation, Graph, Heap (Priority Queue), Enumeration, Shortest Path",False,TO_DO,https://leetcode.com/problems/number-of-possible-sets-of-closing-branches/
2960,Count Tested Devices After Test Operations,EASY,78.51011792563052,"Array, Simulation, Counting",False,TO_DO,https://leetcode.com/problems/count-tested-devices-after-test-operations/
2961,Double Modular Exponentiation,MEDIUM,47.41202865464851,"Array, Math, Simulation",False,TO_DO,https://leetcode.com/problems/double-modular-exponentiation/
2962,Count Subarrays Where Max Element Appears at Least K Times,MEDIUM,62.49324373584327,"Array, Sliding Window",False,TO_DO,https://leetcode.com/problems/count-subarrays-where-max-element-appears-at-least-k-times/
2963,Count the Number of Good Partitions,HARD,47.735300228547686,"Array, Hash Table, Math, Combinatorics",False,TO_DO,https://leetcode.com/problems/count-the-number-of-good-partitions/
2964,Number of Divisible Triplet Sums,MEDIUM,67.4192396930216,"Array, Hash Table",True,TO_DO,https://leetcode.com/problems/number-of-divisible-triplet-sums/
2965,Find Missing and Repeated Values,EASY,83.33036947462641,"Array, Hash Table, Math, Matrix",False,TO_DO,https://leetcode.com/problems/find-missing-and-repeated-values/
2966,Divide Array Into Arrays With Max Difference,MEDIUM,78.74332356562493,"Array, Greedy, Sorting",False,TO_DO,https://leetcode.com/problems/divide-array-into-arrays-with-max-difference/
2967,Minimum Cost to Make Array Equalindromic,MEDIUM,22.673623118675668,"Array, Math, Binary Search, Greedy, Sorting",False,TO_DO,https://leetcode.com/problems/minimum-cost-to-make-array-equalindromic/
2968,Apply Operations to Maximize Frequency Score,HARD,37.05894871249202,"Array, Binary Search, Sliding Window, Sorting, Prefix Sum",False,TO_DO,https://leetcode.com/problems/apply-operations-to-maximize-frequency-score/
2969,Minimum Number of Coins for Fruits II,HARD,45.751633986928105,"Array, Dynamic Programming, Queue, Heap (Priority Queue), Monotonic Queue",True,TO_DO,https://leetcode.com/problems/minimum-number-of-coins-for-fruits-ii/
2970,Count the Number of Incremovable Subarrays I,EASY,55.26516214374474,"Array, Two Pointers, Binary Search, Enumeration",False,TO_DO,https://leetcode.com/problems/count-the-number-of-incremovable-subarrays-i/
2971,Find Polygon With the Largest Perimeter,MEDIUM,65.39146564293756,"Array, Greedy, Sorting, Prefix Sum",False,TO_DO,https://leetcode.com/problems/find-polygon-with-the-largest-perimeter/
2972,Count the Number of Incremovable Subarrays II,HARD,39.334936815179624,"Array, Two Pointers, Binary Search",False,TO_DO,https://leetcode.com/problems/count-the-number-of-incremovable-subarrays-ii/
2973,Find Number of Coins to Place in Tree Nodes,HARD,36.67774791342481,"Dynamic Programming, Tree, Depth-First Search, Sorting, Heap (Priority Queue)",False,TO_DO,https://leetcode.com/problems/find-number-of-coins-to-place-in-tree-nodes/
2974,Minimum Number Game,EASY,85.01794732236974,"Array, Sorting, Heap (Priority Queue), Simulation",False,TO_DO,https://leetcode.com/problems/minimum-number-game/
2975,Maximum Square Area by Removing Fences From a Field,MEDIUM,24.300081543897797,"Array, Hash Table, Enumeration",False,TO_DO,https://leetcode.com/problems/maximum-square-area-by-removing-fences-from-a-field/
2976,Minimum Cost to Convert String I,MEDIUM,57.46840775063185,"Array, String, Graph, Shortest Path",False,TO_DO,https://leetcode.com/problems/minimum-cost-to-convert-string-i/
2977,Minimum Cost to Convert String II,HARD,25.7868695688329,"Array, String, Dynamic Programming, Graph, Trie, Shortest Path",False,TO_DO,https://leetcode.com/problems/minimum-cost-to-convert-string-ii/
2978,Symmetric Coordinates,MEDIUM,40.776392614801956,Database,True,TO_DO,https://leetcode.com/problems/symmetric-coordinates/
2979,Most Expensive Item That Can Not Be Bought,MEDIUM,80.23856858846918,"Math, Dynamic Programming, Number Theory",True,TO_DO,https://leetcode.com/problems/most-expensive-item-that-can-not-be-bought/
2980,Check if Bitwise OR Has Trailing Zeros,EASY,70.1004942878654,"Array, Bit Manipulation",False,TO_DO,https://leetcode.com/problems/check-if-bitwise-or-has-trailing-zeros/
2981,Find Longest Special Substring That Occurs Thrice I,MEDIUM,61.884665414077176,"Hash Table, String, Binary Search, Sliding Window, Counting",False,TO_DO,https://leetcode.com/problems/find-longest-special-substring-that-occurs-thrice-i/
2982,Find Longest Special Substring That Occurs Thrice II,MEDIUM,38.51954831009745,"Hash Table, String, Binary Search, Sliding Window, Counting",False,TO_DO,https://leetcode.com/problems/find-longest-special-substring-that-occurs-thrice-ii/
2983,Palindrome Rearrangement Queries,HARD,23.46596794832734,"Hash Table, String, Prefix Sum",False,TO_DO,https://leetcode.com/problems/palindrome-rearrangement-queries/
2984,Find Peak Calling Hours for Each City,MEDIUM,62.12150066653971,Database,True,TO_DO,https://leetcode.com/problems/find-peak-calling-hours-for-each-city/
2985,Calculate Compressed Mean,EASY,87.6068376068376,Database,True,TO_DO,https://leetcode.com/problems/calculate-compressed-mean/
2986,Find Third Transaction,MEDIUM,53.85182998819362,Database,True,TO_DO,https://leetcode.com/problems/find-third-transaction/
2987,Find Expensive Cities,EASY,78.59232769830949,Database,True,TO_DO,https://leetcode.com/problems/find-expensive-cities/
2988,Manager of the Largest Department,MEDIUM,80.9623430962343,Database,True,TO_DO,https://leetcode.com/problems/manager-of-the-largest-department/
2989,Class Performance,MEDIUM,88.86916385584945,Database,True,TO_DO,https://leetcode.com/problems/class-performance/
2990,Loan Types,EASY,64.07486496671272,Database,True,TO_DO,https://leetcode.com/problems/loan-types/
2991,Top Three Wineries ,HARD,56.29492708975149,Database,True,TO_DO,https://leetcode.com/problems/top-three-wineries/
2992,Number of Self-Divisible Permutations,MEDIUM,71.66849215041987,"Array, Math, Dynamic Programming, Backtracking, Bit Manipulation, Number Theory, Bitmask",True,TO_DO,https://leetcode.com/problems/number-of-self-divisible-permutations/
2993,Friday Purchases I,MEDIUM,81.20493137939056,Database,True,TO_DO,https://leetcode.com/problems/friday-purchases-i/
2994,Friday Purchases II ,HARD,76.61485319516407,Database,True,TO_DO,https://leetcode.com/problems/friday-purchases-ii/
2995,Viewers Turned Streamers,HARD,42.814713273931915,Database,True,TO_DO,https://leetcode.com/problems/viewers-turned-streamers/
2996,Smallest Missing Integer Greater Than Sequential Prefix Sum,EASY,34.19330176388445,"Array, Hash Table, Sorting",False,TO_DO,https://leetcode.com/problems/smallest-missing-integer-greater-than-sequential-prefix-sum/
2997,Minimum Number of Operations to Make Array XOR Equal to K,MEDIUM,85.38873322201759,"Array, Bit Manipulation",False,TO_DO,https://leetcode.com/problems/minimum-number-of-operations-to-make-array-xor-equal-to-k/
2998,Minimum Number of Operations to Make X and Y Equal,MEDIUM,47.782987521228684,"Dynamic Programming, Breadth-First Search, Memoization",False,TO_DO,https://leetcode.com/problems/minimum-number-of-operations-to-make-x-and-y-equal/
2999,Count the Number of Powerful Integers,HARD,46.43402798997739,"Math, String, Dynamic Programming",False,TO_DO,https://leetcode.com/problems/count-the-number-of-powerful-integers/
3000,Maximum Area of Longest Diagonal Rectangle,EASY,36.775010057663934,Array,False,TO_DO,https://leetcode.com/problems/maximum-area-of-longest-diagonal-rectangle/
3001,Minimum Moves to Capture The Queen,MEDIUM,21.58034872517431,"Math, Enumeration",False,TO_DO,https://leetcode.com/problems/minimum-moves-to-capture-the-queen/
3002,Maximum Size of a Set After Removals,MEDIUM,45.16004254907649,"Array, Hash Table, Greedy",False,TO_DO,https://leetcode.com/problems/maximum-size-of-a-set-after-removals/
3003,Maximize the Number of Partitions After Operations,HARD,27.788486250321252,"String, Dynamic Programming, Bit Manipulation, Bitmask",False,TO_DO,https://leetcode.com/problems/maximize-the-number-of-partitions-after-operations/
3004,Maximum Subtree of the Same Color,MEDIUM,57.56446991404012,"Array, Dynamic Programming, Tree, Depth-First Search",True,TO_DO,https://leetcode.com/problems/maximum-subtree-of-the-same-color/
3005,Count Elements With Maximum Frequency,EASY,77.91610545744787,"Array, Hash Table, Counting",False,TO_DO,https://leetcode.com/problems/count-elements-with-maximum-frequency/
3006,Find Beautiful Indices in the Given Array I,MEDIUM,39.05910340018867,"Two Pointers, String, Binary Search, Rolling Hash, String Matching, Hash Function",False,TO_DO,https://leetcode.com/problems/find-beautiful-indices-in-the-given-array-i/
3007,Maximum Number That Sum of the Prices Is Less Than or Equal to K,MEDIUM,37.431358614897604,"Binary Search, Dynamic Programming, Bit Manipulation",False,TO_DO,https://leetcode.com/problems/maximum-number-that-sum-of-the-prices-is-less-than-or-equal-to-k/
3008,Find Beautiful Indices in the Given Array II,HARD,26.824161635900477,"Two Pointers, String, Binary Search, Rolling Hash, String Matching, Hash Function",False,TO_DO,https://leetcode.com/problems/find-beautiful-indices-in-the-given-array-ii/
3009,Maximum Number of Intersections on the Chart,HARD,45.093432995194874,"Array, Math, Binary Indexed Tree, Geometry",True,TO_DO,https://leetcode.com/problems/maximum-number-of-intersections-on-the-chart/
3010,Divide an Array Into Subarrays With Minimum Cost I,EASY,66.0899083778261,"Array, Sorting, Enumeration",False,TO_DO,https://leetcode.com/problems/divide-an-array-into-subarrays-with-minimum-cost-i/
3011,Find if Array Can Be Sorted,MEDIUM,66.51991158459253,"Array, Bit Manipulation, Sorting",False,TO_DO,https://leetcode.com/problems/find-if-array-can-be-sorted/
3012,Minimize Length of Array Using Operations,MEDIUM,35.13676762447148,"Array, Math, Greedy, Number Theory",False,TO_DO,https://leetcode.com/problems/minimize-length-of-array-using-operations/
3013,Divide an Array Into Subarrays With Minimum Cost II,HARD,30.577108489050094,"Array, Hash Table, Sliding Window, Heap (Priority Queue)",False,TO_DO,https://leetcode.com/problems/divide-an-array-into-subarrays-with-minimum-cost-ii/
3014,Minimum Number of Pushes to Type Word I,EASY,66.42721906671122,"Math, String, Greedy",False,TO_DO,https://leetcode.com/problems/minimum-number-of-pushes-to-type-word-i/
3015,Count the Number of Houses at a Certain Distance I,MEDIUM,55.821480671043034,"Breadth-First Search, Graph, Prefix Sum",False,TO_DO,https://leetcode.com/problems/count-the-number-of-houses-at-a-certain-distance-i/
3016,Minimum Number of Pushes to Type Word II,MEDIUM,79.9051164658284,"Hash Table, String, Greedy, Sorting, Counting",False,TO_DO,https://leetcode.com/problems/minimum-number-of-pushes-to-type-word-ii/
3017,Count the Number of Houses at a Certain Distance II,HARD,22.335436808892492,"Graph, Prefix Sum",False,TO_DO,https://leetcode.com/problems/count-the-number-of-houses-at-a-certain-distance-ii/
3018,Maximum Number of Removal Queries That Can Be Processed I,HARD,43.584070796460175,"Array, Dynamic Programming",True,TO_DO,https://leetcode.com/problems/maximum-number-of-removal-queries-that-can-be-processed-i/
3019,Number of Changing Keys,EASY,79.92356272284495,String,False,TO_DO,https://leetcode.com/problems/number-of-changing-keys/
3020,Find the Maximum Number of Elements in Subset,MEDIUM,26.44304544560299,"Array, Hash Table, Enumeration",False,TO_DO,https://leetcode.com/problems/find-the-maximum-number-of-elements-in-subset/
3021,Alice and Bob Playing Flower Game,MEDIUM,46.06908935093554,Math,False,TO_DO,https://leetcode.com/problems/alice-and-bob-playing-flower-game/
3022,Minimize OR of Remaining Elements Using Operations,HARD,28.790960451977398,"Array, Greedy, Bit Manipulation",False,TO_DO,https://leetcode.com/problems/minimize-or-of-remaining-elements-using-operations/
3023,Find Pattern in Infinite Stream I,MEDIUM,56.992639327024186,"Array, Sliding Window, Rolling Hash, String Matching, Hash Function",True,TO_DO,https://leetcode.com/problems/find-pattern-in-infinite-stream-i/
3024,Type of Triangle,EASY,44.52035290982029,"Array, Math, Sorting",False,TO_DO,https://leetcode.com/problems/type-of-triangle/
3025,Find the Number of Ways to Place People I,MEDIUM,41.08076252946603,"Array, Math, Geometry, Sorting, Enumeration",False,TO_DO,https://leetcode.com/problems/find-the-number-of-ways-to-place-people-i/
3026,Maximum Good Subarray Sum,MEDIUM,20.49091903234864,"Array, Hash Table, Prefix Sum",False,TO_DO,https://leetcode.com/problems/maximum-good-subarray-sum/
3027,Find the Number of Ways to Place People II,HARD,45.95709570957096,"Array, Math, Geometry, Sorting, Enumeration",False,TO_DO,https://leetcode.com/problems/find-the-number-of-ways-to-place-people-ii/
3028,Ant on the Boundary,EASY,73.95033454578113,"Array, Simulation, Prefix Sum",False,TO_DO,https://leetcode.com/problems/ant-on-the-boundary/
3029,Minimum Time to Revert Word to Initial State I,MEDIUM,41.61705255420801,"String, Rolling Hash, String Matching, Hash Function",False,TO_DO,https://leetcode.com/problems/minimum-time-to-revert-word-to-initial-state-i/
3030,Find the Grid of Region Average,MEDIUM,42.52496702468438,"Array, Matrix",False,TO_DO,https://leetcode.com/problems/find-the-grid-of-region-average/
3031,Minimum Time to Revert Word to Initial State II,HARD,34.509750443201966,"String, Rolling Hash, String Matching, Hash Function",False,TO_DO,https://leetcode.com/problems/minimum-time-to-revert-word-to-initial-state-ii/
3032,Count Numbers With Unique Digits II,EASY,87.01580789187885,"Hash Table, Math, Dynamic Programming",True,TO_DO,https://leetcode.com/problems/count-numbers-with-unique-digits-ii/
3033,Modify the Matrix,EASY,68.50744503292111,"Array, Matrix",False,TO_DO,https://leetcode.com/problems/modify-the-matrix/
3034,Number of Subarrays That Match a Pattern I,MEDIUM,67.3534338358459,"Array, Rolling Hash, String Matching, Hash Function",False,TO_DO,https://leetcode.com/problems/number-of-subarrays-that-match-a-pattern-i/
3035,Maximum Palindromes After Operations,MEDIUM,43.3999852431196,"Array, Hash Table, String, Greedy, Sorting, Counting",False,TO_DO,https://leetcode.com/problems/maximum-palindromes-after-operations/
3036,Number of Subarrays That Match a Pattern II,HARD,32.53222308095036,"Array, Rolling Hash, String Matching, Hash Function",False,TO_DO,https://leetcode.com/problems/number-of-subarrays-that-match-a-pattern-ii/
3037,Find Pattern in Infinite Stream II,HARD,68.19690265486726,"Array, Sliding Window, Rolling Hash, String Matching, Hash Function",True,TO_DO,https://leetcode.com/problems/find-pattern-in-infinite-stream-ii/
3038,Maximum Number of Operations With the Same Score I,EASY,52.170255944672164,"Array, Simulation",False,TO_DO,https://leetcode.com/problems/maximum-number-of-operations-with-the-same-score-i/
3039,Apply Operations to Make String Empty,MEDIUM,56.475374811897375,"Array, Hash Table, Sorting, Counting",False,TO_DO,https://leetcode.com/problems/apply-operations-to-make-string-empty/
3040,Maximum Number of Operations With the Same Score II,MEDIUM,33.30544407731469,"Array, Dynamic Programming, Memoization",False,TO_DO,https://leetcode.com/problems/maximum-number-of-operations-with-the-same-score-ii/
3041,Maximize Consecutive Elements in an Array After Modification,HARD,32.85128563709755,"Array, Dynamic Programming, Sorting",False,TO_DO,https://leetcode.com/problems/maximize-consecutive-elements-in-an-array-after-modification/
3042,Count Prefix and Suffix Pairs I,EASY,77.7054407506478,"Array, String, Trie, Rolling Hash, String Matching, Hash Function",False,TO_DO,https://leetcode.com/problems/count-prefix-and-suffix-pairs-i/
3043,Find the Length of the Longest Common Prefix,MEDIUM,56.48760374341178,"Array, Hash Table, String, Trie",False,TO_DO,https://leetcode.com/problems/find-the-length-of-the-longest-common-prefix/
3044,Most Frequent Prime,MEDIUM,45.16648353052411,"Array, Hash Table, Math, Matrix, Counting, Enumeration, Number Theory",False,TO_DO,https://leetcode.com/problems/most-frequent-prime/
3045,Count Prefix and Suffix Pairs II,HARD,27.46735808871192,"Array, String, Trie, Rolling Hash, String Matching, Hash Function",False,TO_DO,https://leetcode.com/problems/count-prefix-and-suffix-pairs-ii/
3046,Split the Array,EASY,59.809373179056024,"Array, Hash Table, Counting",False,TO_DO,https://leetcode.com/problems/split-the-array/
3047,Find the Largest Area of Square Inside Two Rectangles,MEDIUM,45.285436732669176,"Array, Math, Geometry",False,TO_DO,https://leetcode.com/problems/find-the-largest-area-of-square-inside-two-rectangles/
3048,Earliest Second to Mark Indices I,MEDIUM,35.20415224913494,"Array, Binary Search",False,TO_DO,https://leetcode.com/problems/earliest-second-to-mark-indices-i/
3049,Earliest Second to Mark Indices II,HARD,20.45741723527925,"Array, Binary Search, Greedy, Heap (Priority Queue)",False,TO_DO,https://leetcode.com/problems/earliest-second-to-mark-indices-ii/
3050,Pizza Toppings Cost Analysis,MEDIUM,67.65530126109294,Database,True,TO_DO,https://leetcode.com/problems/pizza-toppings-cost-analysis/
3051,Find Candidates for Data Scientist Position,EASY,76.15783313827119,Database,True,TO_DO,https://leetcode.com/problems/find-candidates-for-data-scientist-position/
3052,Maximize Items,HARD,74.55908289241623,Database,True,TO_DO,https://leetcode.com/problems/maximize-items/
3053,Classifying Triangles by Lengths,EASY,50.501943005181346,Database,True,TO_DO,https://leetcode.com/problems/classifying-triangles-by-lengths/
3054,Binary Tree Nodes,MEDIUM,78.78048780487805,Database,True,TO_DO,https://leetcode.com/problems/binary-tree-nodes/
3055,Top Percentile Fraud,MEDIUM,58.471254355400696,Database,True,TO_DO,https://leetcode.com/problems/top-percentile-fraud/
3056,Snaps Analysis,MEDIUM,58.343583435834354,Database,True,TO_DO,https://leetcode.com/problems/snaps-analysis/
3057,Employees Project Allocation,HARD,67.92079207920793,Database,True,TO_DO,https://leetcode.com/problems/employees-project-allocation/
3058,Friends With No Mutual Friends,MEDIUM,48.74538027621085,Database,True,TO_DO,https://leetcode.com/problems/friends-with-no-mutual-friends/
3059,Find All Unique Email Domains,EASY,70.55589492974954,Database,True,TO_DO,https://leetcode.com/problems/find-all-unique-email-domains/
3060,User Activities within Time Bounds,HARD,40.114966126052146,Database,True,TO_DO,https://leetcode.com/problems/user-activities-within-time-bounds/
3061,Calculate Trapping Rain Water,HARD,81.71296296296296,Database,True,TO_DO,https://leetcode.com/problems/calculate-trapping-rain-water/
3062,Winner of the Linked List Game,EASY,78.0834447336945,Linked List,True,TO_DO,https://leetcode.com/problems/winner-of-the-linked-list-game/
3063,Linked List Frequency,EASY,85.3927625772286,"Hash Table, Linked List, Counting",True,TO_DO,https://leetcode.com/problems/linked-list-frequency/
3064,Guess the Number Using Bitwise Questions I,MEDIUM,89.46436476316954,"Bit Manipulation, Interactive",True,TO_DO,https://leetcode.com/problems/guess-the-number-using-bitwise-questions-i/
3065,Minimum Operations to Exceed Threshold Value I,EASY,86.19514516896716,Array,False,TO_DO,https://leetcode.com/problems/minimum-operations-to-exceed-threshold-value-i/
3066,Minimum Operations to Exceed Threshold Value II,MEDIUM,45.77143038931864,"Array, Heap (Priority Queue), Simulation",False,TO_DO,https://leetcode.com/problems/minimum-operations-to-exceed-threshold-value-ii/
3067,Count Pairs of Connectable Servers in a Weighted Tree Network,MEDIUM,54.552686772257175,"Array, Tree, Depth-First Search",False,TO_DO,https://leetcode.com/problems/count-pairs-of-connectable-servers-in-a-weighted-tree-network/
3068,Find the Maximum Sum of Node Values,HARD,69.68136515420372,"Array, Dynamic Programming, Greedy, Bit Manipulation, Tree, Sorting",False,TO_DO,https://leetcode.com/problems/find-the-maximum-sum-of-node-values/
3069,Distribute Elements Into Two Arrays I,EASY,73.26088702122534,"Array, Simulation",False,TO_DO,https://leetcode.com/problems/distribute-elements-into-two-arrays-i/
3070,Count Submatrices with Top-Left Element and Sum Less Than k,MEDIUM,57.526054348884784,"Array, Matrix, Prefix Sum",False,TO_DO,https://leetcode.com/problems/count-submatrices-with-top-left-element-and-sum-less-than-k/
3071,Minimum Operations to Write the Letter Y on a Grid,MEDIUM,62.631967175326174,"Array, Hash Table, Matrix, Counting",False,TO_DO,https://leetcode.com/problems/minimum-operations-to-write-the-letter-y-on-a-grid/
3072,Distribute Elements Into Two Arrays II,HARD,29.57411807713398,"Array, Binary Indexed Tree, Segment Tree, Simulation",False,TO_DO,https://leetcode.com/problems/distribute-elements-into-two-arrays-ii/
3073,Maximum Increasing Triplet Value,MEDIUM,35.69044006069802,"Array, Ordered Set",True,TO_DO,https://leetcode.com/problems/maximum-increasing-triplet-value/
3074,Apple Redistribution into Boxes,EASY,68.48265662191204,"Array, Greedy, Sorting",False,TO_DO,https://leetcode.com/problems/apple-redistribution-into-boxes/
3075,Maximize Happiness of Selected Children,MEDIUM,54.852624446434184,"Array, Greedy, Sorting",False,TO_DO,https://leetcode.com/problems/maximize-happiness-of-selected-children/
3076,Shortest Uncommon Substring in an Array,MEDIUM,48.78784580216773,"Array, Hash Table, String, Trie",False,TO_DO,https://leetcode.com/problems/shortest-uncommon-substring-in-an-array/
